TargetType,InstructorName,CourseNumber,CourseName,QuestionKey,QuestionHeader,RawText,TextClean,Label
Course,,DBT230-SA1 1,Databases II - Section A1,q_1ccd0cb219,Other Comments – giving you the space to provide additional context on why you rated any of the above COURSE questions the way you did:,"I could tell that Prof. Bradshaw was very intentional, every lesson felt like it had a purpose and I could also tell he knew what he was talking about which felt reassuring as a student. Definitely enjoyed this class.",could tell prof [person] intentional every lesson felt like purpose could also tell knew talking felt reassuring student definitely enjoyed class,Positive
Course,,DBT230-SA1 1,Databases II - Section A1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,While I haven't needed to use the AC he was really knowledgeable and sometimes went up and taught the class about a database.,needed use [org] really knowledgeable sometimes went taught class database,Positive
Course,,DBT230-SA1 1,Databases II - Section A1,q_e6a48d0e84,What aspects of this course would you like to see improved?,"Adding a module section to the course page, instead of the links in the homepage.",adding module section course page instead links homepage,Positive
Instructor,William Diaz,DBT230-SB1 1,Databases II - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,Nothing positive stood out.,nothing positive stood,Neutral
Instructor,William Diaz,DBT230-SB1 1,Databases II - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He asked a lot of questions to the students making sure we knew what were talking about. i didnt show up on mondays so i cant give full details,asked lot questions students making sure knew talking didnt show mondays cant give full details,Positive
Instructor,William Diaz,DBT230-SB1 1,Databases II - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"I appreciated that Mr. Diaz was considerate of others' time. He didn't try to drag class on longer than it needed to and was often available after class, and was extremely early most days to help before class.",appreciated [person] considerate others time try drag class longer needed often available class extremely early days help class,Positive
Instructor,William Diaz,DBT230-SB1 1,Databases II - Section B1,q_79a4ba9a4a,Other Comments – giving you the space to provide additional context on why you rated any of the above INSTRUCTOR questions the way you did:,"I would love to see Mr. Diaz teach another Database or IS class, such as DB1 or Networking.",would love see [person] teach another [person] class db1 networking,Positive
Instructor,William Diaz,DBT230-SB1 1,Databases II - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He was able to speak with the information that was given and not just read off a list of things to go over.,able speak information given not read list things,Neutral
Instructor,William Diaz,DBT230-SB1 1,Databases II - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"Discussion oriented, asks questions to students directly, presents problems and makes the class research themselves instead of handing answers",discussion oriented asks questions students directly presents problems makes class research instead handing answers,Positive
Instructor,William Diaz,DBT230-SB1 1,Databases II - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,They more or less had us teach ourselves but created a graph on the whiteboard showing the connections between what we learned,less teach created graph whiteboard showing connections learned,Neutral
Course,,DBT230-SB1 1,Databases II - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,i dont like databases.,dont like databases,Positive
Course,,DBT230-SB1 1,Databases II - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"I like the way that the course is structured. Especially with how Mr. Diaz taught. The first two days were spent learning new material, followed by a review, and then a quiz. It was a good routine that allowed me to be stress-free from my work in the course.",like way course structured especially [person] taught first two days spent learning new material followed review quiz good routine allowed stress free work course,Positive
Course,,DBT230-SB1 1,Databases II - Section B1,q_e6a48d0e84,What aspects of this course would you like to see improved?,"I would like to see this course spend more time on individual types of databases. For example, spending 2 weeks on every kind of relational database, making it a quarter-long class. Also, I believe this class would be benefit from being at an earlier time instead of at the end of the day.",would like see course spend time individual types databases example spending weeks every kind relational database making quarter long class also believe class would benefit earlier time instead end day,Positive
Course,,DBT230-SB1 1,Databases II - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,All of the assignments were really easy to understand and practice when going through the week.,assignments really easy understand practice going week,Neutral
Course,,DBT230-SB1 1,Databases II - Section B1,q_e6a48d0e84,What aspects of this course would you like to see improved?,More in class examples of working with the actual databases from the professor.,class examples working actual databases professor,Neutral
Course,,DBT230-SB1 1,Databases II - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,Playing around with tons of different DB's.,playing around tons different [person],Positive
Course,,DBT230-SB1 1,Databases II - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I specifically liked neo4j in general,specifically liked neo4j general,Neutral
Course,,DBT230-SB1 1,Databases II - Section B1,q_1ccd0cb219,Other Comments – giving you the space to provide additional context on why you rated any of the above COURSE questions the way you did:,i missed half the class due to illness so take all of my answers with a spoonful of salt,missed half class due illness take answers spoonful salt,Neutral
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,How entertaining this class was. Dr. Kohler was extremely interactive and made this my favorite class while attending Neumont so far!,entertaining class [person] extremely interactive made favorite class attending [org] far,Positive
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_79a4ba9a4a,Other Comments – giving you the space to provide additional context on why you rated any of the above INSTRUCTOR questions the way you did:,"Dr,proffers,coach kholer is perfect funny,energetic, and staright to the point is awsome thats the type of people i like teaching.",proffers coach kholer perfect funny energetic staright point awsome thats type people like teaching,Neutral
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,The instructor makes the class fun and encourages us to make jokes and to participate in class.,instructor makes class fun encourages make jokes participate class,Positive
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"I appreciated the energy, humor, and delivery of Mr.Dr.Prof.Coach Kohler.",appreciated energy humor delivery prof coach [person],Positive
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"I could see the reason behind why we did most things and never felt like it was a complete waste of time, also you were funny enough that I never got too bored in class.",could see reason behind things never felt like complete waste time also funny enough never got bored class,Positive
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He gave examples that we can relate to versus examples we wouldn't understand.,gave examples relate versus examples understand,Positive
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,Mixes humor into his teachings to create a more lively environment.,mixes humor teachings create lively environment,Positive
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_79a4ba9a4a,Other Comments – giving you the space to provide additional context on why you rated any of the above INSTRUCTOR questions the way you did:,WHAT'S THE SHORTCUT FOR THE SNIPPING TOOL?????,shortcut snipping tool,Positive
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I like how they were able to keep the atmosphere light and funny while still being able to teach pretty well.,like able keep atmosphere light funny still able teach pretty well,Positive
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"I appreciate the fact that he takes the time to walk through most of the assignments, clearing up any confusion and need for clarification on what needs to be done and submitted. I also enjoy that he takes the time to hear feedback from us as the students and tries to adjust accordingly.",appreciate fact takes time walk assignments clearing confusion need clarification needs done submitted also enjoy takes time hear feedback students tries adjust accordingly,Positive
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He's energetic. He brings an energy to the class that I appreciate.,energetic brings energy class appreciate,Neutral
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I enjoyed the Liveliness of his teaching,enjoyed liveliness teaching,Positive
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_79a4ba9a4a,Other Comments – giving you the space to provide additional context on why you rated any of the above INSTRUCTOR questions the way you did:,Like I stated previously I enjoyed the Liveness of Mr.Kholers teaching and I think not many teachers have that same liveness.,like stated previously enjoyed liveness [person] teaching think not many teachers liveness,Positive
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,the self reflection assignments,self reflection assignments,Neutral
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,Positive and always willing to help,positive always willing help,Positive
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I appreciated how chill and down-to-earth he was.,appreciated chill earth,Neutral
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"Kohler is super fun, and funny. I loved coming to class and interacting with him throughout class.",[org] super fun funny loved coming class interacting throughout class,Positive
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"Dr. Kohler is very charismatic and does a good job of walking through the assignments in a way that allows even the most ignorant to follow along and learn. Even though a lot of the assignments are rather simple and straightforward, he still takes the time to walk through every aspect of them and make sure that people understand the material and why it's included.",[person] charismatic good job walking assignments way allows even ignorant follow along learn even though lot assignments rather simple straightforward still takes time walk every aspect make sure people understand material included,Positive
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,His funny but educative demeanor in class!,funny educative demeanor class,Positive
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_79a4ba9a4a,Other Comments – giving you the space to provide additional context on why you rated any of the above INSTRUCTOR questions the way you did:,"Dr. Kohler was very supportive and fun to have as a teacher, I'm glad I have him for another class!",[person] supportive fun teacher glad another class,Positive
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"Not much they are rude, insult us in a 'Joking manner' and make me feel bad about myself when I say anything, and are just annoying, condescending, and make me feel disrespected.",not much rude insult joking manner make feel bad say anything annoying condescending make feel disrespected,Negative
Instructor,Eric Kohler,NEU100-SA1 1,College Success Strategies - Section A1,q_79a4ba9a4a,Other Comments – giving you the space to provide additional context on why you rated any of the above INSTRUCTOR questions the way you did:,"Yeah, this instructor is a jerk, and I am irritated that I have to pay to have to put up with this 'Adult'.",yeah instructor jerk irritated pay put [person],Negative
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,How entertaining this class was. Dr. Kohler made this course extremely interactive and made this my favorite class while attending Neumont so far!,entertaining class [person] made course extremely interactive made favorite class attending [org] far,Positive
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_e6a48d0e84,What aspects of this course would you like to see improved?,"Honestly, nothing. This class is reasonably paced and very informing in my opinion.",honestly nothing class reasonably paced informing opinion,Positive
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,Learning more about my computer work and stuff.,learning computer work stuff,Neutral
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_e6a48d0e84,What aspects of this course would you like to see improved?,Make a spare list of special inputs.,make spare list special inputs,Neutral
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I enjoyed this course as it was so easy.,enjoyed course easy,Positive
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_e6a48d0e84,What aspects of this course would you like to see improved?,I would like to see some more challenging material to help us grow more.,would like see challenging material help grow,Positive
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,The ease of the Tech Lits.,ease tech lits,Positive
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_e6a48d0e84,What aspects of this course would you like to see improved?,I think the course is good as is.,think course good,Positive
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,It was a good way to wake up my brain and start the day.,good way wake brain start day,Positive
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_e6a48d0e84,What aspects of this course would you like to see improved?,"No comment. Like I said earlier, everything was well structured.",comment like said earlier everything well structured,Positive
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I like liked the few assignments that were reflecting about yourself,like liked assignments reflecting,Neutral
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_e6a48d0e84,What aspects of this course would you like to see improved?,"I would like to see more information about things non tech related, ex finances and where to find all the different clubs.",would like see information things non tech related finances find different clubs,Neutral
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_1ccd0cb219,Other Comments – giving you the space to provide additional context on why you rated any of the above COURSE questions the way you did:,I thought that most of the assignments were pretty easy only taking a few minutes to complete,thought assignments pretty easy taking minutes complete,Neutral
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I appreciated how it laid down the framework for better coping strategies when dealing with stress related to both school and personal life. Giving us a chance to check ourselves and reflect.,appreciated laid framework better coping strategies dealing stress related school personal life giving chance check reflect,Positive
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_e6a48d0e84,What aspects of this course would you like to see improved?,"I would have liked more topics to cover, mainly with the core assignments rather than the techlits.",would liked topics cover mainly core assignments rather techlits,Positive
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,It was useful as a tutorial course to everything else the school offers.,useful tutorial course everything else school offers,Neutral
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_e6a48d0e84,What aspects of this course would you like to see improved?,Harder tech literacy assignments that teach more about the deeper aspects of the machines we've been given.,harder tech literacy assignments teach deeper aspects machines given,Neutral
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,the freedom in the response questions,freedom response questions,Neutral
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I enjoyed having a place during the week to get my mind right and a positive influence.,enjoyed place week get mind right positive influence,Positive
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_1ccd0cb219,Other Comments – giving you the space to provide additional context on why you rated any of the above COURSE questions the way you did:,Didn't reach out to coaches but I'm sure they were amazing.,reach coaches sure amazing,Positive
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I love the mental preaching. I think its so important to reflect and improve mentally in order to succeed.,love mental preaching think important reflect improve mentally order succeed,Positive
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_e6a48d0e84,What aspects of this course would you like to see improved?,I'd love to do even more reflection. I think its extremely helpful.,love even reflection think extremely helpful,Positive
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,It's a good foundation for individuals that know nothing about Computer Science.,good foundation individuals know nothing [person],Positive
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_e6a48d0e84,What aspects of this course would you like to see improved?,"I believe this class can include more info that is directly relevant to Neumont and its courses. Keyboard shortcuts and tools like task manager are cool, but there's already a class for those types of things called Modern OS. Also, keyboard shortcuts especially are useful but wholly unnecessary to success. Not knowing these shortcuts will not cause you to fail. In a class about success strategies, it should be focused entirely on concepts and tools fundamental to success.",believe class include info directly relevant [org] courses keyboard shortcuts tools like task manager cool already class types things called [org] also keyboard shortcuts especially useful wholly unnecessary success not knowing shortcuts not cause fail class success strategies focused entirely concepts tools fundamental success,Positive
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,The introduction to tech literacy.,introduction tech literacy,Positive
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,Nothing it is useless and did nothing to teach me anything new and only served to waste time and try and push poor learning habits onto me.,nothing useless nothing teach anything new served waste time try push poor learning habits onto,Negative
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_e6a48d0e84,What aspects of this course would you like to see improved?,It to have a test out added for us to save the money we spent on this junk. The professor replaced with someone who has some idea how to make others feel. And the school punish professors who give harmful advice about mental health.,test added save money spent junk professor replaced someone idea make others feel school punish professors give harmful advice mental health,Negative
Course,,NEU100-SA1 1,College Success Strategies - Section A1,q_1ccd0cb219,Other Comments – giving you the space to provide additional context on why you rated any of the above COURSE questions the way you did:,"Yeah the course is irrelevant, basic, and unnecessary. The professor only serves to worsen it.",yeah course irrelevant basic unnecessary professor serves worsen,Negative
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I really liked the back and forth between the students and the professor.,really liked back forth students professor,Positive
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He explains thing in great detail but also easy enough for almost anyone to understand,explains thing great detail also easy enough almost anyone understand,Positive
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"I liked how lighthearted he made the class, making sure that the material was covered but that it wasn't overly serious.",liked lighthearted made class making sure material covered overly serious,Positive
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,My first reaction to meeting the Instructor was that he is incredibly well read and knows exactly what is talking about.,first reaction meeting [org] incredibly well read knows exactly talking,Positive
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"I think his way of teaching is fine, and he makes it pretty fun.",think way teaching fine makes pretty fun,Neutral
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_79a4ba9a4a,Other Comments – giving you the space to provide additional context on why you rated any of the above INSTRUCTOR questions the way you did:,"I don't think the instructor was bad, i think the material being shown did not have to be a class itself.",think instructor bad think material shown not class,Neutral
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He was able to answer every question in detail and go deeper into it if needed with ease.,able answer every question detail deeper needed ease,Positive
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He explained the assignments in detail.,explained assignments detail,Positive
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I appreciate how energetic he is about teaching and how much he cares about each of the students,appreciate energetic teaching much cares students,Positive
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He taught in a very clear manner.,taught clear manner,Neutral
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,The equilibrium between hands on material and discussion,equilibrium hands material discussion,Positive
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I appreciate that Professor Shull has a sort of realistic outlook on the class material and content while still making sure to teach it to a good degree.,appreciate professor [person] sort realistic outlook class material content still making sure teach good degree,Positive
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_79a4ba9a4a,Other Comments – giving you the space to provide additional context on why you rated any of the above INSTRUCTOR questions the way you did:,I rated them in the way i did because Professor Shull is pretty cool and is definitely knowledgeable.,rated way professor [person] pretty cool definitely knowledgeable,Positive
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,The method he uses for teaching and also that he is extremely experienced and knowledgeable on the topics.,method uses teaching also extremely experienced knowledgeable topics,Positive
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I appreciate that my instructor goes into details on the subject he is teaching. He makes sure that his point is getting through and that we understand the material.,appreciate instructor goes details subject teaching makes sure point getting understand material,Positive
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,It was very engaging to listen to him. Probably because he'd always be relating it to something.,engaging listen probably always relating something,Positive
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_79a4ba9a4a,Other Comments – giving you the space to provide additional context on why you rated any of the above INSTRUCTOR questions the way you did:,"My neutral choice was solely because I've already spent a lot of time looking into the basics of machine learning, which was most of what we went through in this course.",neutral choice solely already spent lot time looking basics machine learning went course,Positive
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"Everything, he is a fun guy to be around",everything fun guy around,Positive
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He interacts with the class in a way that is engaging,interacts class way engaging,Neutral
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"Things are mostly relaxed and fun, making learning much easier and actually interesting.",things mostly relaxed fun making learning much easier actually interesting,Positive
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,Teaches stuff well,teaches stuff well,Neutral
Instructor,Joseph Shull,NEU100-SB1 1,College Success Strategies - Section B1,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I appreciate how slow he teaches because it`s not fast and I can take notes and his availability after class is phenomenal,appreciate slow teaches not fast take notes availability class phenomenal,Positive
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_e6a48d0e84,What aspects of this course would you like to see improved?,I would like to see more of the tech literacy.,would like see tech literacy,Neutral
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,It teaches you how you need to view the college in order to succeed.,teaches need view college order succeed,Positive
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_e6a48d0e84,What aspects of this course would you like to see improved?,I see nothing needing improvement,see nothing needing improvement,Positive
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I like how simple it made the basic windows knowledge.,like simple made basic windows knowledge,Positive
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_e6a48d0e84,What aspects of this course would you like to see improved?,There's nothing in this class that I can think of that would need improvement.,nothing class think would need improvement,Positive
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_e6a48d0e84,What aspects of this course would you like to see improved?,"The teacher had more of an intrigue dealing with potential philosophical debates over going through the curriculum he had prepared.  At least twice he rushed through the remainder of his notes and lecture because he found himself caught up with one particular subject he would discuss with the entire class.  Asking questions on their opinions and responding with how those things could be true, but what if they weren't?",teacher intrigue dealing potential philosophical debates going curriculum prepared least twice rushed remainder notes lecture found caught one particular subject would discuss entire class asking questions opinions responding things could true,Negative
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I feel it is good for students who aren't comfortable in college yet,feel good students comfortable college yet,Negative
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_e6a48d0e84,What aspects of this course would you like to see improved?,"For those who come to college prepared psychologically, this class is a waste of time",come college prepared psychologically class waste time,Negative
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"I learned a lot of things about computers like shortcuts, and how certain applications work.",learned lot things computers like shortcuts certain applications work,Positive
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_e6a48d0e84,What aspects of this course would you like to see improved?,"Provide actual success strategies like ways of studying, or something that will actually lead to my direct success.",provide actual success strategies like ways studying something actually lead direct success,Positive
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,It was straight forward and easy.,straight forward easy,Positive
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,It was easy and straight forward.,easy straight forward,Positive
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I liked that it was easy and just a very chill class to have.,liked easy chill class,Positive
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_e6a48d0e84,What aspects of this course would you like to see improved?,I would like it to go over different things that you can do as a person to improve and stay successful at this school rather than simply going over keyboard shortcuts and other niche things.,would like different things person improve stay successful school rather simply going keyboard shortcuts niche things,Positive
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_1ccd0cb219,Other Comments – giving you the space to provide additional context on why you rated any of the above COURSE questions the way you did:,Overall I really enjoyed this class and had no issues with it. It was extremely easy and all I had to do was dedicate some time to complete it. Nothing too extreme.,overall really enjoyed class issues extremely easy dedicate time complete nothing extreme,Positive
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,It taught some fun concepts.,taught fun concepts,Neutral
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_e6a48d0e84,What aspects of this course would you like to see improved?,I would like to see more challenging topics to be brought up in regards to academic success.,would like see challenging topics brought regards academic success,Neutral
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_1ccd0cb219,Other Comments – giving you the space to provide additional context on why you rated any of the above COURSE questions the way you did:,I wish I could more readily test out of this class.,wish could readily test class,Neutral
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,Learning some niche keybinds for Windows,learning niche keybinds [loc],Neutral
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I liked that this taught important concepts to people who needed it.,liked taught important concepts people needed,Neutral
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_e6a48d0e84,What aspects of this course would you like to see improved?,I would like this course to be test-out-able I felt like it was a bit of a waste of time since I was already fully capable and knowledgeable on the subject matter.,would like course test able felt like bit waste time since already fully capable knowledgeable subject matter,Neutral
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_1ccd0cb219,Other Comments – giving you the space to provide additional context on why you rated any of the above COURSE questions the way you did:,This course was incredibly easy and seemed to drag on for too long considering the content we were actually learning.,course incredibly easy seemed drag long considering content actually learning,Neutral
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I don't. This course was way too easy and honestly seemed as a waste of time. Everything in this course could be a quick google search IF i ever needed to use it in a separate course.,course way easy honestly seemed waste time everything course could quick google search ever needed use separate course,Negative
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_e6a48d0e84,What aspects of this course would you like to see improved?,"The difficulty/ material learned. I would like it if we learned things that were useful, ie dev applications, toolboxes, etc.",difficulty material learned would like learned things useful dev applications toolboxes etc,Negative
Course,,NEU100-SB1 1,College Success Strategies - Section B1,q_e6a48d0e84,What aspects of this course would you like to see improved?,I didn't see the reason this class was needed. I didnt learn anything other than things i already knew or that i couldve gotten from a youtube video.,see reason class needed didnt learn anything things already knew couldve gotten youtube video,Neutral
